state/district,TOTAL 2012,Republican % 2012,REPUBLICAN 2012,Democrat % 2012,DEMOCRAT 2012,OTHER 2012,Comp. 2012,TOTAL 2016,Republican % 2016,REPUBLICAN 2016,Democrat % 2010,DEMOCRAT 2016,OTHER 2016,Comp. 2016,TOTAL 2020,Republican % 2020,REPUBLICAN 2020,Democrat % 2020,DEMOCRAT 2020,OTHER 2020,Comp. 2020,Min(Comp),Max(Comp),StdDev(Comp),Mean(Comp),Prediction(538) Republican,Prediction(538) Democrat,Prediction(538) Other,Predicted_Comp
MICHIGAN 10,328612,0.687969399,226075,0.29741458,97734,4803,0.687969399,340983,0.630917084,215132,0.32292519,110112,15739,0.630917084,409786,0.662802048,271607,0.337197952,138179,0,0.662802048,0.630917084,0.687969399,0.023345266,0.660562843,0.99,0.01,0,0.99
MICHIGAN 11,358139,0.507590628,181788,0.443623844,158879,17472,0.507590628,379488,0.52932372,200872,0.401754469,152461,26155,0.52932372,450473,0.478175163,215405,0.501979031,226128,8940,0.501979031,0.501979031,0.52932372,0.011792415,0.51296446,0.065,0.93,0.005,0.93
MICHIGAN 12,319223,0.289678375,92472,0.679412198,216884,9867,0.679412198,328542,0.292516634,96104,0.643381972,211378,21060,0.643381972,383823,0.306701266,117719,0.664256702,254957,11147,0.664256702,0.643381972,0.679412198,0.014770919,0.662350291,0.005,0.99,0.005,0.99
MICHIGAN 13,284270,0.136380905,38769,0.827860837,235336,10165,0.827860837,257797,0.157259394,40541,0.771036901,198771,18485,0.771036901,285885,0.18647708,53311,0.780751001,223205,9369,0.780751001,0.771036901,0.827860837,0.024816348,0.793216246,0.005,0.99,0.005,0.99
MICHIGAN 14,328792,0.156314631,51395,0.82255651,270450,6947,0.82255651,310974,0.186841987,58103,0.785065632,244135,8736,0.785065632,342303,0.18306588,62664,0.792777159,271370,8269,0.792777159,0.785065632,0.82255651,0.016165269,0.800133101,0.005,0.99,0.005,0.99
MICHIGAN 2,318267,0.611602837,194653,0.342394907,108973,14641,0.611602837,339328,0.626261316,212508,0.325322402,110391,16429,0.626261316,403247,0.591972166,238711,0.382202471,154122,10414,0.591972166,0.591972166,0.626261316,0.01404746,0.60994544,0.95,0.045,0.005,0.95
MICHIGAN 3,326283,0.526153676,171675,0.441665671,144108,10500,0.526153676,342365,0.59452631,203545,0.375038336,128400,10420,0.59452631,403419,0.52959578,213649,0.470401741,189769,1,0.52959578,0.526153676,0.59452631,0.031451265,0.550091922,0.56,0.44,0,0.56
MICHIGAN 4,312949,0.630728969,197386,0.335505146,104996,10567,0.630728969,315751,0.616219743,194572,0.320749578,101277,19902,0.616219743,373245,0.650031481,242621,0.323653364,120802,9822,0.650031481,0.616219743,0.650031481,0.013849742,0.632326731,0.99,0.005,0.005,0.99
MICHIGAN 5,330146,0.314803148,103931,0.649806449,214531,11684,0.649806449,319291,0.351096649,112102,0.611601956,195279,11910,0.611601956,361032,0.417613951,150772,0.544547298,196599,13661,0.544547298,0.544547298,0.649806449,0.043506576,0.601985234,0.005,0.99,0.005,0.99
MICHIGAN 6,320475,0.545924019,174955,0.426126843,136563,8957,0.545924019,329565,0.586406323,193259,0.364055649,119980,16326,0.586406323,378980,0.558066389,211496,0.40130086,152085,15399,0.558066389,0.545924019,0.586406323,0.016962069,0.563465577,0.71,0.285,0.005,0.71
MICHIGAN 7,318069,0.533431425,169668,0.430249411,136849,11552,0.533431425,334807,0.550529111,184321,0.400260449,134010,16476,0.550529111,387267,0.587511975,227524,0.412488025,159743,0,0.587511975,0.533431425,0.587511975,0.022570307,0.557157504,0.9,0.1,0,0.9
MICHIGAN 8,345054,0.586044503,202217,0.37286048,128657,14180,0.586044503,366968,0.560345861,205629,0.391835255,143791,17548,0.560345861,428344,0.472809237,202525,0.508754646,217922,7897,0.508754646,0.508754646,0.586044503,0.032138236,0.551715003,0.055,0.94,0.005,0.94
MICHIGAN 9,337316,0.34021511,114760,0.619140509,208846,13710,0.619140509,344775,0.373974331,128937,0.579105214,199661,16177,0.579105214,399117,0.384087874,153296,0.57706888,230318,15503,0.57706888,0.57706888,0.619140509,0.019370635,0.591771534,0.005,0.99,0.005,0.99
MINNESOTA 1,335880,0.423258307,142164,0.57523818,193211,505,0.57523818,335873,0.495794541,166524,0.503377765,169071,278,0.503377765,368856,0.485918624,179234,0,0,189622,0.485918624,0.485918624,0.57523818,0.038653337,0.521511523,0.6,0.395,0.005,0.6
MINNESOTA 2,358446,0.540072982,193587,0,0,164859,0.540072982,370515,0.469535646,173970,0,0,196545,0.469535646,424512,0.459242613,194954,0.481809701,204534,25024,0.481809701,0.469535646,0.540072982,0.030769353,0.497139443,0.065,0.93,0.005,0.93
MINNESOTA 3,382705,0.580956611,222335,0,0,160370,0.580956611,393457,0.566961574,223075,0,0,170382,0.566961574,443603,0.443245424,196625,0.556051244,246666,312,0.556051244,0.556051244,0.580956611,0.010193537,0.56798981,0.03,0.97,0,0.97
MINNESOTA 4,347991,0.315120219,109659,0.62267415,216685,21647,0.62267415,351945,0.343897484,121033,0.577644234,203299,27613,0.577644234,389114,0.289709442,112730,0.631724893,245813,30571,0.631724893,0.577644234,0.631724893,0.023650997,0.610681092,0.005,0.99,0.005,0.99
MINNESOTA 5,351969,0.252161412,88753,0.744673537,262102,1114,0.744673537,361875,0.222894646,80660,0.690727461,249957,31258,0.690727461,398229,0.258338795,102878,0.642655357,255924,39427,0.642655357,0.642655357,0.744673537,0.041671753,0.692685451,0.005,0.99,0.005,0.99
MINNESOTA 6,355153,0.504683897,179240,0,0,175913,0.504683897,358930,0.655796395,235385,0,0,123545,0.655796395,412307,0.657037111,270901,0,0,141406,0.657037111,0.504683897,0.657037111,0.071529348,0.605839134,0.99,0.01,0,0.99
MINNESOTA 7,327576,0.348471805,114151,0.603801866,197791,15634,0.603801866,330823,0.474404742,156944,0.524667269,173572,307,0.524667269,363477,0.533915488,194066,0.398484636,144840,24571,0.533915488,0.524667269,0.603801866,0.035326917,0.554128208,0.81,0.185,0.005,0.81
MINNESOTA 8,353663,0.45387841,160520,0,0,193143,0.45387841,356971,0.496085116,177088,0.501713024,179097,786,0.501713024,393711,0.567502559,223432,0,0,170279,0.567502559,0.45387841,0.567502559,0.046579514,0.507697998,0.95,0.045,0.005,0.95
MISSISSIPPI 1,309177,0.604055282,186760,0.368966644,114076,8341,0.604055282,300423,0.687214361,206455,0.279429338,83947,10021,0.687214361,332795,0.687471266,228787,0.312528734,104008,0,0.687471266,0.604055282,0.687471266,0.039262259,0.659580303,0.99,0.01,0,0.99
MISSISSIPPI 2,320244,0.3096389,99160,0.671294388,214978,6106,0.671294388,286626,0.291466929,83542,0.67105915,192343,10741,0.67105915,297234,0.339833263,101010,0.660166737,196224,0,0.660166737,0.660166737,0.671294388,0.005191067,0.667506759,0.01,0.99,0,0.99
MISSISSIPPI 3,293322,0.800202508,234717,0,0,58605,0.800202508,316445,0.662010776,209490,0.303689425,96101,10854,0.662010776,341846,0.646677159,221064,0.353322841,120782,0,0.646677159,0.646677159,0.800202508,0.069042746,0.702963481,0.99,0.01,0,0.99
MISSISSIPPI 4,285432,0.641126433,182998,0.288489027,82344,20090,0.641126433,278779,0.650418432,181323,0.278015919,77505,19951,0.650418432,255971,1,255971,0,0,0,1,0.641126433,1,0.16702756,0.763848288,0.99,0.01,0,0.99
MISSOURI 1,340583,0.178611381,60832,0.786671678,267927,11824,0.786671678,314024,0.19971085,62714,0.754697093,236993,14317,0.754697093,316171,0.189580955,59940,0.787823678,249087,7144,0.787823678,0.754697093,0.787823678,0.015351698,0.776397483,0.005,0.99,0.005,0.99
MISSOURI 2,394448,0.600766134,236971,0.37082708,146272,11205,0.600766134,413296,0.585425458,241954,0.37670096,155689,15653,0.585425458,449348,0.518878464,233157,0.455192857,204540,11651,0.518878464,0.518878464,0.600766134,0.035542509,0.568356685,0.69,0.305,0.005,0.69
MISSOURI 3,338385,0.634906985,214843,0.32858726,111189,12353,0.634906985,368333,0.67836713,249865,0.279342334,102891,15577,0.67836713,407348,0.694408712,282866,0.285002013,116095,8387,0.694408712,0.634906985,0.694408712,0.025136455,0.669227609,0.99,0.005,0.005,0.99
MISSOURI 4,318723,0.603147561,192237,0.354916338,113120,13366,0.603147561,332234,0.678280971,225348,0.278448323,92510,14376,0.678280971,362836,0.675916943,245247,0.296649175,107635,9954,0.675916943,0.603147561,0.678280971,0.034874379,0.652448492,0.99,0.005,0.005,0.99
MISSOURI 5,330942,0.369094887,122149,0.605211789,200290,8503,0.605211789,324270,0.381691183,123771,0.588293706,190766,9733,0.588293706,352430,0.385704963,135934,0.587861419,207180,9316,0.587861419,0.587861419,0.605211789,0.00807908,0.593788972,0.005,0.99,0.005,0.99
MISSOURI 6,333688,0.650026372,216906,0.325163027,108503,8279,0.650026372,350444,0.680245631,238388,0.284473411,99692,12364,0.680245631,385779,0.670614523,258709,0.308274945,118926,8144,0.670614523,0.650026372,0.680245631,0.012604381,0.666962175,0.99,0.005,0.005,0.99
MISSOURI 7,318740,0.63865533,203565,0.309023028,98498,16677,0.63865533,338607,0.675390645,228692,0.273934089,92756,17159,0.675390645,369283,0.688680497,254318,0.265679709,98111,16854,0.688680497,0.63865533,0.688680497,0.021157139,0.667575491,0.99,0.005,0.005,0.99
MISSOURI 8,300391,0.719339128,216083,0.245529993,73755,10553,0.719339128,308871,0.743974022,229792,0.226660968,70009,9070,0.743974022,330226,0.768597869,253811,0.213674877,70561,5854,0.768597869,0.719339128,0.768597869,0.020109797,0.74397034,0.99,0.005,0.005,0.99
MONTANA 0,479740,0.532513445,255468,0.427187643,204939,19333,0.532513445,507831,0.561915283,285358,0.405487259,205919,16554,0.561915283,601509,0.56386355,339169,0.43613645,262340,0,0.56386355,0.532513445,0.56386355,0.014341443,0.552764092,0.77,0.23,0,0.77
NEBRASKA 1,256095,0.682906734,174889,0.317093266,81206,0,0.682906734,273238,0.694526384,189771,0.305473616,83467,0,0.694526384,317566,0.595170768,189006,0.376683902,119622,8938,0.595170768,0.595170768,0.694526384,0.04435232,0.657534628,0.97,0.025,0.005,0.97
NEBRASKA 2,263731,0.507956971,133964,0.492043029,129767,0,0.507956971,288308,0.489289232,141066,0.477274304,137602,9640,0.489289232,336962,0.507686327,171071,0.462087713,155706,10185,0.507686327,0.489289232,0.507956971,0.008736964,0.501644177,0.6,0.395,0.005,0.6
NEBRASKA 3,252689,0.741714123,187423,0.258285877,65266,0,0.741714123,226720,1,226720,0,0,0,1,286770,0.785148377,225157,0.176761865,50690,10923,0.785148377,0.741714123,1,0.112920497,0.8422875,0.99,0.005,0.005,0.99
NEVADA 1,179278,0.315270139,56521,0.635699863,113967,8790,0.635699863,188352,0.28762105,54174,0.618719207,116537,17641,0.618719207,223213,0.333717122,74490,0.617652198,137868,10855,0.617652198,0.617652198,0.635699863,0.008267738,0.624023756,0.005,0.99,0.005,0.99
NEVADA 2,281449,0.576349534,162213,0.362477749,102019,17217,0.576349534,313336,0.583003549,182676,0.369322389,115722,14938,0.583003549,382673,0.564654418,216078,0.407083855,155780,10815,0.564654418,0.564654418,0.583003549,0.00758465,0.574669167,0.98,0.015,0.005,0.98
NEVADA 3,272523,0.5036052,137244,0.428672075,116823,18456,0.5036052,310963,0.459623814,142926,0.472303779,146869,21168,0.472303779,417252,0.457697027,190975,0.487525524,203421,22856,0.487525524,0.472303779,0.5036052,0.012780352,0.487811501,0.165,0.83,0.005,0.83
NEVADA 4,240492,0.421057665,101261,0.501060326,120501,18730,0.501060326,265846,0.445099795,118328,0.485186913,128985,18533,0.485186913,332469,0.458039697,152284,0.506684834,168457,11728,0.506684834,0.485186913,0.506684834,0.009102875,0.497644024,0.275,0.72,0.005,0.72
NEW HAMPSHIRE 1,345022,0.459851836,158659,0.497504507,171650,14713,0.497504507,365984,0.429461397,157176,0.44286089,162080,46728,0.44286089,400661,0.462133824,185159,0.513166992,205606,9896,0.513166992,0.44286089,0.513166992,0.030137069,0.484510796,0.155,0.84,0.005,0.84
NEW HAMPSHIRE 2,337394,0.453407589,152977,0.501713131,169275,15142,0.501713131,350509,0.453126739,158825,0.49747938,174371,17313,0.49747938,386441,0.437029197,168886,0.538993016,208289,9266,0.538993016,0.49747938,0.538993016,0.018652067,0.512728509,0.02,0.98,0,0.98
NEW JERSEY 1,308519,0.299686567,92459,0.682194614,210470,5590,0.682194614,305473,0.367914677,112388,0.599827153,183231,9854,0.599827153,385030,0.375199335,144463,0.624800665,240567,0,0.624800665,0.599827153,0.682194614,0.034483716,0.635607477,0.01,0.99,0,0.99
NEW JERSEY 10,230060,0.105498566,24271,0.875575937,201435,4354,0.875575937,222771,0.118731792,26450,0.85673629,190856,5465,0.85673629,290009,0.138954308,40298,0.832808637,241522,8189,0.832808637,0.832808637,0.875575937,0.017500815,0.855040288,0.005,0.99,0.005,0.99
NEW JERSEY 11,309859,0.588128794,182237,0.399849609,123897,3725,0.588128794,334992,0.580010866,194299,0.388552562,130162,10531,0.580010866,441176,0.466963298,206013,0.533036702,235163,0,0.533036702,0.533036702,0.588128794,0.024284452,0.567058787,0.03,0.97,0,0.97
NEW JERSEY 12,274378,0.29487058,80906,0.692205643,189926,3546,0.692205643,288634,0.320152858,92407,0.628581525,181430,14797,0.628581525,351725,0.325797143,114591,0.65643045,230883,6251,0.65643045,0.628581525,0.692205643,0.026041538,0.65907254,0.01,0.99,0,0.99
NEW JERSEY 2,289069,0.576599359,166677,0.402886508,116462,5930,0.576599359,297795,0.592145604,176338,0.372195638,110838,10619,0.592145604,376547,0.519260544,195526,0.461692697,173849,7172,0.519260544,0.519260544,0.592145604,0.031343362,0.562668502,0.5,0.5,0,0.5
NEW JERSEY 3,324399,0.537156403,174253,0.448540224,145506,4640,0.537156403,328060,0.593171981,194596,0.388727672,127526,5938,0.593171981,431762,0.45471116,196327,0.532330312,229840,5595,0.532330312,0.532330312,0.593171981,0.027613895,0.554219565,0.07,0.93,0,0.93
NEW JERSEY 4,306247,0.637214405,195145,0.352627128,107991,3111,0.637214405,332684,0.637217299,211992,0.335249065,111532,9160,0.637217299,424368,0.598779833,254103,0.382733854,162420,7845,0.598779833,0.598779833,0.637217299,0.018118914,0.624403846,0.98,0.02,0,0.98
NEW JERSEY 5,304371,0.550318526,167501,0.427438882,130100,6770,0.550318526,337701,0.466951534,157690,0.511064522,172587,7424,0.511064522,423636,0.456365842,193333,0.531529426,225175,5128,0.531529426,0.511064522,0.550318526,0.016030247,0.530970825,0.02,0.98,0,0.98
NEW JERSEY 6,239638,0.35203098,84360,0.633380349,151782,3496,0.633380349,263435,0.348883026,91908,0.637329892,167895,3632,0.637329892,326408,0.388348325,126760,0.611651675,199648,0,0.611651675,0.611651675,0.637329892,0.011289646,0.627453972,0.01,0.99,0,0.99
NEW JERSEY 7,307315,0.571602427,175662,0.400426273,123057,8596,0.571602427,343635,0.54083548,185850,0.431236632,148188,9597,0.54083548,433947,0.493880589,214318,0.506119411,219629,0,0.506119411,0.506119411,0.571602427,0.02674953,0.539519106,0.24,0.76,0,0.76
NEW JERSEY 8,167790,0.189302104,31763,0.779861732,130853,5174,0.779861732,174889,0.184900137,32337,0.770391505,134733,7819,0.770391505,238773,0.245781558,58686,0.740276329,176758,3329,0.740276329,0.740276329,0.779861732,0.016877378,0.763509856,0.005,0.99,0.005,0.99
NEW JERSEY 9,220133,0.250262341,55091,0.739652846,162822,2220,0.739652846,233242,0.280292572,65376,0.69731009,162642,5224,0.69731009,309542,0.318628813,98629,0.657985023,203674,7239,0.657985023,0.657985023,0.739652846,0.033348335,0.698315986,0.01,0.99,0,0.99
NEW MEXICO 1,275856,0.407723595,112473,0.590612493,162924,459,0.590612493,277967,0.348526983,96879,0.651473017,181088,0,0.651473017,321290,0.418117588,134337,0.581882412,186953,0,0.581882412,0.581882412,0.651473017,0.030953495,0.607989307,0.005,0.99,0.005,0.99
NEW MEXICO 2,225515,0.590559386,133180,0.408673481,92162,173,0.590559386,228817,0.627204272,143515,0.372489806,85232,70,0.627204272,264946,0.537026413,142283,0.462531988,122546,117,0.537026413,0.537026413,0.627204272,0.037029528,0.584930024,0.45,0.55,0,0.55
NEW MEXICO 3,264719,0.368753282,97616,0.631246718,167103,0,0.631246718,273342,0.375829547,102730,0.624170453,170612,0,0.624170453,317448,0.413188932,131166,0.586811068,186282,0,0.586811068,0.586811068,0.631246718,0.019494512,0.61407608,0.01,0.99,0,0.99
NEW YORK 1,294578,0.362138381,106678,0.45558392,134205,53695,0.45558392,341554,0.463789035,158409,0.370761285,126635,56510,0.463789035,370441,0.474502012,175775,0.404177723,149724,44942,0.474502012,0.45558392,0.474502012,0.007745866,0.464624989,0.86,0.135,0.005,0.86
NEW YORK 10,236323,0.149964244,35440,0.659724191,155908,44975,0.659724191,266516,0.173629351,46275,0.675820589,180117,40124,0.675820589,289130,0.2111334,61045,0.626759589,181215,46870,0.626759589,0.626759589,0.675820589,0.020419872,0.654101456,0.005,0.99,0.005,0.99
NEW YORK 11,214755,0.423878373,91030,0.408456148,87718,36007,0.423878373,251718,0.487076808,122606,0.338700451,85257,43855,0.487076808,301351,0.475923425,143420,0.446738189,134625,23306,0.475923425,0.423878373,0.487076808,0.027542145,0.462292869,0.42,0.58,0,0.58
NEW YORK 12,268287,0.156433223,41969,0.689053141,184864,41454,0.689053141,312289,0.158180403,49398,0.736987214,230153,32738,0.736987214,336079,0.146266205,49157,0.789016868,265172,21750,0.789016868,0.689053141,0.789016868,0.040821436,0.738352408,0.005,0.99,0.005,0.99
NEW YORK 13,233172,0.052030261,12132,0.731091212,170470,50570,0.731091212,255239,0.051438064,13129,0.81176466,207194,34916,0.81176466,267236,0.074200332,19829,0.759313865,202916,44491,0.759313865,0.731091212,0.81176466,0.033426219,0.767389912,0.005,0.99,0.005,0.99
NEW YORK 14,170995,0.112231352,19191,0.679066639,116117,35687,0.679066639,197301,0.136294291,26891,0.70129903,138367,32043,0.70129903,223611,0.234679868,52477,0.682707917,152661,18473,0.682707917,0.679066639,0.70129903,0.009736344,0.687691196,0.005,0.99,0.005,0.99
NEW YORK 15,178645,0.019519158,3487,0.841014302,150243,24915,0.841014302,193703,0.031641224,6129,0.855371368,165688,21886,0.855371368,200205,0.094822807,18984,0.846797033,169533,11688,0.846797033,0.841014302,0.855371368,0.005898065,0.847727568,0.005,0.99,0.005,0.99
NEW YORK 16,270320,0.199522788,53935,0.643256141,173885,42500,0.643256141,287556,0,0,0.691381853,198811,88745,0.691381853,266060,0,0,0.821134331,218471,47589,0.821134331,0.643256141,0.821134331,0.075123927,0.718590775,0,0.99,0.01,0.99
NEW YORK 17,297379,0.309029891,91899,0.543495001,161624,43856,0.543495001,325571,0,0,0.595320222,193819,131752,0.595320222,344641,0.340374477,117307,0.533816348,183975,43359,0.533816348,0.533816348,0.595320222,0.027002585,0.557543857,0.005,0.99,0.005,0.99
NEW YORK 18,295436,0.38379209,113386,0.448340757,132456,49594,0.448340757,319123,0.348194897,111117,0.441682361,140951,67055,0.441682361,356173,0.360970652,128568,0.4798202,170899,56706,0.4798202,0.441682361,0.4798202,0.016632579,0.456614439,0.035,0.96,0.005,0.96
NEW YORK 19,305882,0.400984693,122654,0.393295454,120302,62926,0.400984693,326588,0.416135927,135905,0.385672468,125956,64727,0.416135927,370433,0.408913353,151475,0.454281881,168281,50677,0.454281881,0.400984693,0.454281881,0.022423361,0.423800834,0.055,0.94,0.005,0.94
NEW YORK 2,271832,0.427039495,116083,0.343502605,93375,62374,0.427039495,317552,0.496205346,157571,0.32205749,102270,57711,0.496205346,358439,0.441162931,158130,0.403798136,144737,55572,0.441162931,0.427039495,0.496205346,0.029838554,0.454802591,0.425,0.57,0.005,0.57
NEW YORK 20,317678,0.24900056,79102,0.570048917,181092,57484,0.570048917,332499,0.25061128,83328,0.566702456,188428,60743,0.566702456,369372,0.327147158,120839,0.52540799,194071,54462,0.52540799,0.52540799,0.570048917,0.020301188,0.554053121,0.01,0.99,0,0.99
NEW YORK 21,268741,0.388359052,104368,0.43854864,117856,46517,0.43854864,288611,0.528728981,152597,0.263208956,75965,60049,0.528728981,325789,0.520824828,169679,0.375761613,122419,33691,0.520824828,0.43854864,0.528728981,0.040776274,0.49603415,0.95,0.05,0,0.95
NEW YORK 22,280189,0.517657724,145042,0.364325509,102080,33067,0.517657724,296086,0.382615186,113287,0.346973514,102734,80065,0.382615186,326568,0.438778447,143291,0.425326425,138898,44379,0.438778447,0.382615186,0.517657724,0.055390271,0.446350452,0.265,0.73,0.005,0.73
NEW YORK 23,279796,0.420452758,117641,0.409548385,114590,47565,0.420452758,296198,0.462406903,136964,0.359894395,106600,52634,0.462406903,324015,0.499452186,161830,0.358199466,116062,46123,0.499452186,0.420452758,0.499452186,0.032272129,0.460770616,0.98,0.015,0.005,0.98
NEW YORK 24,303567,0.347811192,105584,0.441115141,133908,64075,0.441115141,315429,0.476589026,150330,0.350475067,110550,54549,0.476589026,352139,0.443077875,156025,0.419260576,147638,48476,0.443077875,0.441115141,0.476589026,0.01627966,0.453594014,0.64,0.355,0.005,0.64
NEW YORK 25,322760,0.338616929,109292,0.522868385,168761,44707,0.522868385,336386,0.338420743,113840,0.501388286,168660,53886,0.501388286,367377,0.315588619,115940,0.510383067,187503,63934,0.510383067,0.501388286,0.522868385,0.008807723,0.511546579,0.005,0.99,0.005,0.99
NEW YORK 26,304961,0.188115857,57368,0.640193336,195234,52359,0.640193336,310819,0.183161261,56930,0.628410747,195322,58567,0.628410747,337745,0.271468119,91687,0.59901701,202315,43743,0.59901701,0.59901701,0.640193336,0.01731509,0.622540364,0.005,0.99,0.005,0.99
NEW YORK 27,329768,0.416201693,137250,0.424565149,140008,52510,0.424565149,354426,0.495192226,175509,0.304244045,107832,71085,0.495192226,398191,0.484079248,192756,0.343511029,136783,68652,0.484079248,0.424565149,0.495192226,0.031008261,0.467945541,0.99,0.005,0.005,0.99
NEW YORK 3,306274,0.321460522,98455,0.476749577,146016,61803,0.476749577,350966,0.381672299,133954,0.489434874,171775,45237,0.489434874,398701,0.369793404,147437,0.491413365,195927,55337,0.491413365,0.476749577,0.491413365,0.006496647,0.485865939,0.005,0.99,0.005,0.99
NEW YORK 4,299484,0.283761403,84982,0.50950969,152590,61912,0.50950969,343179,0.324163192,111246,0.529930444,181861,50072,0.529930444,385015,0.362476787,139559,0.518842123,199762,45694,0.518842123,0.50950969,0.529930444,0.008347005,0.519427419,0.005,0.99,0.005,0.99
NEW YORK 5,224508,0.079618544,17875,0.747568015,167835,38798,0.747568015,249236,0.107492497,26791,0.793833957,197852,24593,0.793833957,277909,0,0,0.824460525,229125,48784,0.824460525,0.747568015,0.824460525,0.03160693,0.788620832,0,0.99,0.01,0.99
NEW YORK 6,186932,0.246035992,45992,0.575102176,107505,33435,0.575102176,210378,0.208054074,43770,0.624889485,131463,35145,0.624889485,249493,0.271490583,67735,0.577767713,144149,37609,0.577767713,0.575102176,0.624889485,0.022867596,0.592586458,0.01,0.99,0,0.99
NEW YORK 7,178825,0,0,0.740701803,132456,46369,0.740701803,206983,0.072184672,14941,0.801123764,165819,26223,0.801123764,235169,0.125033487,29404,0.667132998,156889,48876,0.667132998,0.667132998,0.801123764,0.0547892,0.736319522,0.005,0.99,0.005,0.99
NEW YORK 8,236292,0.067039934,15841,0.756212652,178687,41764,0.756212652,257602,0,0,0.78894962,203235,54367,0.78894962,285735,0.136924073,39124,0.724835949,207111,39500,0.724835949,0.724835949,0.78894962,0.02617626,0.756666074,0.01,0.99,0,0.99
NEW YORK 9,238957,0.08745925,20899,0.74560695,178168,39890,0.74560695,256853,0,0,0.774318384,198886,57967,0.774318384,287412,0.13955576,40110,0.681105869,195758,51544,0.681105869,0.681105869,0.774318384,0.038977642,0.733677068,0.005,0.99,0.005,0.99
NORTH CAROLINA 1,338066,0.22861808,77288,0.753237533,254644,6134,0.753237533,350699,0.28961303,101567,0.686232353,240661,8471,0.686232353,348618,0.45823222,159748,0.54176778,188870,0,0.54176778,0.54176778,0.753237533,0.088241565,0.660412556,0.06,0.94,0,0.94
NORTH CAROLINA 10,334849,0.569886725,190826,0.430113275,144023,0,0.569886725,349744,0.631390388,220825,0.368609612,128919,0,0.631390388,412284,0.689075977,284095,0.310924023,128189,0,0.689075977,0.569886725,0.689075977,0.048667129,0.630117697,0.99,0.01,0,0.99
NORTH CAROLINA 11,331426,0.574242817,190319,0.425757183,141107,0,0.574242817,359508,0.640889772,230405,0.359110228,129103,0,0.640889772,450145,0.545048818,245351,0.423439114,190609,14185,0.545048818,0.545048818,0.640889772,0.040110396,0.586727136,0.73,0.265,0.005,0.73
NORTH CAROLINA 12,310908,0.203651884,63317,0.796348116,247591,0,0.796348116,349300,0.329759519,115185,0.670240481,234115,0,0.670240481,341457,0,0,1,341457,0,1,0.670240481,1,0.135858818,0.822196199,0,0.99,0.01,0.99
NORTH CAROLINA 13,370610,0.567969024,210495,0.432030976,160115,0,0.567969024,355492,0.561033722,199443,0.438966278,156049,0,0.561033722,391865,0.681818994,267181,0.318181006,124684,0,0.681818994,0.561033722,0.681818994,0.055376485,0.603607247,0.99,0.01,0,0.99
NORTH CAROLINA 2,311397,0.558984191,174066,0.414175474,128973,8358,0.558984191,390567,0.567085801,221485,0.432914199,169082,0,0.567085801,495345,0.348330961,172544,0.62963591,311887,10914,0.62963591,0.558984191,0.62963591,0.031569707,0.585235301,0.005,0.99,0.005,0.99
NORTH CAROLINA 3,309885,0.631108314,195571,0.368891686,114314,0,0.631108314,323701,0.672012135,217531,0.327987865,106170,0,0.672012135,362552,0.633840111,229800,0.366159889,132752,0,0.633840111,0.631108314,0.672012135,0.018671692,0.64565352,0.99,0.01,0,0.99
NORTH CAROLINA 4,348485,0.255250585,88951,0.744749415,259534,0,0.744749415,409541,0.317821659,130161,0.682178341,279380,0,0.682178341,493719,0.326700005,161298,0.673299995,332421,0,0.673299995,0.673299995,0.744749415,0.031796198,0.700075917,0.01,0.99,0,0.99
NORTH CAROLINA 5,349197,0.575448815,200945,0.424551185,148252,0,0.575448815,355512,0.584016855,207625,0.415983145,147887,0,0.584016855,385244,0.6692979,257843,0.311091153,119846,7555,0.6692979,0.575448815,0.6692979,0.042366022,0.609587857,0.99,0.005,0.005,0.99
NORTH CAROLINA 6,364583,0.609233014,222116,0.390766986,142467,0,0.609233014,351150,0.592291044,207983,0.407708956,143167,0,0.592291044,407129,0.377271086,153598,0.622728914,253531,0,0.622728914,0.592291044,0.622728914,0.012452727,0.608084324,0.005,0.99,0.005,0.99
NORTH CAROLINA 7,336736,0.499028913,168041,0.500971087,168695,0,0.500971087,347706,0.60913818,211801,0.39086182,135905,0,0.60913818,452208,0.602472756,272443,0.395935056,179045,720,0.602472756,0.500971087,0.60913818,0.049494261,0.570860674,0.99,0.01,0,0.99
NORTH CAROLINA 8,302280,0.531609766,160695,0.453682017,137139,4446,0.531609766,323045,0.587729264,189863,0.412270736,133182,0,0.587729264,380555,0.532837566,202774,0.467162434,177781,0,0.532837566,0.531609766,0.587729264,0.02617039,0.550725532,0.66,0.34,0,0.66
NORTH CAROLINA 9,375690,0.517812558,194537,0.456501371,171503,9650,0.517812558,332493,0.581822775,193452,0.418177225,139041,0,0.581822775,404124,0.555920955,224661,0.444079045,179463,0,0.555920955,0.517812558,0.581822775,0.026289969,0.551852096,0.9,0.1,0,0.9
NORTH DAKOTA 0,316224,0.548930505,173585,0,0,142639,0.548930505,338459,0.69130973,233980,0.237479281,80377,24102,0.69130973,355598,0.689624239,245229,0,0,110369,0.689624239,0.548930505,0.69130973,0.066724484,0.643288158,0.99,0.005,0.005,0.99
